"IDCAL";"FOODNAME";"CALORIE";"PROTEIN";"FATS";"CARBHDRT";"CALCIUM";"PHOSPHOR";"IRON";"VITA";"VITB1";"VITC";"amount";"FWEIGHT";"added";"ISACTIVE"
781;"Paru goreng";488.0;39.4;36.5;0.4;39.0;497.0;18.4;0.0;0.0;0.0;100.0;100;"admin";1
782;"Penyu lawar";141.0;23.0;1.5;7.6;69.0;141.0;6.0;0.0;0.1;0.0;100.0;100;"admin";1
783;"Penyu sate";179.0;22.5;3.5;13.3;187.0;238.0;14.4;0.0;0.1;0.0;100.0;100;"admin";1
784;"Penyu serapah";174.0;13.1;12.2;2.2;72.0;186.0;9.5;438.0;0.06;0.0;100.0;100;"admin";1
785;"Pizza sapi";294.0;17.9;17.5;16.1;269.0;207.0;0.8;0.0;0.07;0.0;100.0;100;"admin";1
786;"Rawon";60.0;5.4;2.5;4.0;272.0;153.0;3.3;35.0;0.09;0.0;100.0;100;"admin";1
787;"Rempelo ayam";108.0;17.2;4.1;0.4;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
788;"Rempelo ayam (goreng)";270.0;32.3;11.2;9.9;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
789;"Rendang";193.0;22.6;7.9;7.8;474.0;211.0;14.9;69.0;0.12;0.0;100.0;100;"admin";1
790;"Rujak cingur";153.0;11.3;8.4;8.0;256.0;143.0;4.4;61.0;0.16;1.6;100.0;100;"admin";1
791;"Sapi rendang";193.0;22.6;7.9;7.8;474.0;211.0;14.9;69.0;0.12;0.0;100.0;100;"admin";1
792;"Sate ayam";227.0;41.3;6.1;1.8;17.0;405.0;2.2;5.0;0.13;0.0;100.0;100;"admin";1
793;"Sate daging kambing";211.0;41.7;4.9;0.0;44.0;412.0;2.7;5.0;0.13;0.0;100.0;100;"admin";1
794;"Sate daging lembu";219.0;38.9;6.7;0.8;8.0;391.0;3.6;7.0;0.15;0.0;100.0;100;"admin";1
795;"Sate kuah";151.0;14.9;1.3;20.0;26.0;162.0;1.7;22.0;0.06;0.0;100.0;100;"admin";1
796;"Sate kulit";22.0;3.1;0.1;2.3;0.01;0.0;0.01;0.0;0.0;0.0;100.0;20;"admin";1
797;"Sate perut lembu";218.0;22.6;11.5;6.1;18.0;321.0;5.8;24.0;0.05;0.0;100.0;100;"admin";1
798;"Sate usus";19.0;2.1;1.1;0.2;2.1;0.0;0.2;0.0;0.11;0.0;100.0;15;"admin";1
799;"Soto dengan daging";102.0;2.1;7.5;6.6;8.6;0.0;0.8;29.0;0.1;0.0;100.0;80;"admin";1
800;"Soto tanpa daging";82.0;0.3;6.0;6.7;8.8;0.0;0.77;28.0;0.09;0.0;100.0;70;"admin";1
801;"Sus isi ragout";221.0;7.5;10.2;24.8;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
802;"Usus ayam goreng";473.0;45.2;26.3;13.9;1407.0;458.0;8.4;20.0;0.57;0.0;100.0;100;"admin";1
803;"Telur ayam dadar";251.0;16.3;19.4;1.4;62.0;250.0;2.5;120.0;0.21;0.0;100.0;100;"admin";1
804;"Telur bebek dadar";301.0;20.0;23.7;0.0;71.0;600.0;9.2;404.0;0.35;0.0;100.0;100;"admin";1
805;"Telur ceplok (Menu Pgln)";240.0;11.0;0.0;0.0;54.0;0.0;2.7;900.0;0.1;0.0;100.0;100;"admin";1
806;"Telur dadar (Menu Pgln)";259.0;11.7;0.0;0.0;54.0;0.0;2.7;900.0;0.1;0.0;100.0;100;"admin";1
807;"Telur dadar+terigu (Menu Pgln)";289.0;10.7;0.0;0.0;48.9;0.0;2.5;600.0;0.01;0.0;100.0;100;"admin";1
808;"Telur puyuh";168.0;12.3;12.7;1.2;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
809;"Telur rebus (Menu Pgln)";154.0;12.2;0.0;0.0;54.0;0.0;2.7;900.0;0.1;0.0;100.0;100;"admin";1
810;"Bandeng presto";296.0;17.1;20.3;11.3;1422.0;659.0;1.9;19.0;0.14;0.0;100.0;100;"admin";1
811;"Belut dendeng goreng";382.0;55.7;14.1;8.0;1069.0;654.0;15.4;91.0;0.48;0.0;100.0;100;"admin";1
812;"Belut goreng";417.0;25.9;19.4;32.0;840.0;872.0;4.9;0.0;0.0;0.0;100.0;100;"admin";1
813;"Cumi-cumi goreng";265.0;40.6;10.1;0.0;62.0;270.0;2.7;0.0;0.09;0.0;100.0;100;"admin";1
814;"Dendeng mujahir goreng";598.0;74.3;26.9;9.2;1957.0;1447.0;7.4;60.0;0.19;0.0;100.0;100;"admin";1
815;"Empek kapal selam";190.0;13.2;6.6;19.4;500.0;155.0;1.5;5.0;0.33;0.0;100.0;100;"admin";1
816;"Empek kelesan";211.0;12.3;6.1;26.6;840.0;176.0;1.8;48.0;0.25;0.0;100.0;100;"admin";1
817;"Empek tangiri";173.0;7.2;1.2;33.4;164.0;80.0;3.1;0.0;0.02;0.0;100.0;100;"admin";1
818;"Empek-empek belida";156.0;4.2;1.4;31.6;100.0;55.0;3.3;0.0;0.03;0.0;100.0;100;"admin";1
819;"Gurame asam manis";192.0;12.7;10.1;12.7;283.0;169.0;1.1;63.0;0.1;0.0;100.0;100;"admin";1
820;"Ikan mas goreng (Menu Pgln)";182.0;18.1;0.0;0.0;20.0;0.0;2.0;150.0;0.5;0.0;100.0;100;"admin";1
821;"Ikan mas semur (Menu Pgln)";225.0;14.7;0.0;0.0;35.5;0.0;2.2;171.0;0.05;0.9;100.0;100;"admin";1
822;"Ikan tongkol (tuna)";117.0;23.2;2.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
823;"Ikan tongkol masak kuwah";119.0;15.7;3.5;6.1;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
824;"Kerupuk udang";17.0;0.7;1.5;2.6;14.9;0.0;0.06;0.0;0.01;0.0;100.0;5;"admin";1
825;"Lele dumbo/pecak";372.0;7.8;36.3;3.5;289.0;295.0;5.3;210.0;0.0;0.0;100.0;100;"admin";1
826;"Mujahir acar kuning";330.0;17.8;23.4;12.1;154.0;357.0;5.3;79.0;0.15;0.0;100.0;100;"admin";1
827;"Mujahir goreng";416.0;46.9;23.9;0.0;346.0;654.0;0.9;40.0;0.12;0.0;100.0;100;"admin";1
828;"Mujahir pepes";121.0;21.7;2.8;0.8;83.0;248.0;0.0;25.0;0.0;0.0;100.0;100;"admin";1
829;"Pecak lele";372.0;7.8;36.3;3.5;289.0;295.0;5.3;210.0;0.12;0.0;100.0;100;"admin";1
830;"Pepes ikan mas";209.0;15.2;11.3;11.8;686.0;530.0;6.1;10.0;0.13;0.0;100.0;100;"admin";1
831;"Petis";345.0;23.8;1.4;59.3;221.0;397.0;3.8;6.0;1.02;0.0;100.0;100;"admin";1
832;"Petis udang";345.0;23.8;1.4;59.3;221.0;397.0;3.8;6.0;1.02;0.0;100.0;100;"admin";1
833;"Tenggiri";109.0;21.5;2.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
834;"Teri blado";365.0;23.7;22.3;17.5;869.0;348.0;4.0;90.0;0.13;0.0;100.0;100;"admin";1
835;"Teripang dendeng goreng";462.0;39.1;32.4;3.5;499.0;616.0;96.4;6.0;1.37;0.0;100.0;100;"admin";1
836;"Acar timun";10.0;0.5;0.2;2.0;20.0;98.0;1.0;0.0;3.0;0.0;100.0;100;"admin";0
837;"Bayam kukus";30.0;1.3;0.7;5.8;239.0;35.0;5.7;0.0;0.02;32.0;100.0;100;"admin";1
838;"Bayam rebus";23.0;1.2;0.6;3.7;150.0;35.0;0.5;0.0;0.02;19.0;100.0;100;"admin";1
839;"Botok lamtoro";186.0;11.7;9.7;13.0;771.0;322.0;26.0;60.0;0.27;1.5;100.0;100;"admin";1
840;"Brongkos";141.0;15.3;3.3;12.6;87.0;97.0;5.1;13.0;0.4;0.0;100.0;100;"admin";1
841;"Buncis rebus";30.0;2.2;0.2;6.4;107.0;47.0;0.5;0.0;0.01;8.0;100.0;100;"admin";1
842;"Buntil daun talas";141.0;4.4;10.2;8.0;149.0;121.0;14.5;44.0;0.25;0.9;100.0;100;"admin";1
843;"Gado-gado";203.0;6.7;8.7;24.6;21.0;0.0;2.08;600.0;0.0;0.0;100.0;150;"admin";1
844;"Gado-gado (DKBM P3G '90)";137.0;6.1;3.2;21.0;301.0;135.0;7.5;10.0;0.1;1.0;100.0;100;"admin";1
845;"Gudeg";160.0;3.3;9.2;16.0;62.0;55.0;12.8;0.0;0.15;0.0;100.0;100;"admin";1
846;"Gulai pakis";143.0;4.0;11.4;6.0;548.0;124.0;1.7;35.0;0.35;0.8;100.0;100;"admin";1
847;"Kac. panjang rebus (Menu Pgln)";38.0;2.4;0.0;0.0;42.1;0.0;0.6;288.0;0.0;18.1;100.0;100;"admin";1
848;"Keredok";92.0;2.2;3.3;14.1;174.0;85.0;2.4;0.0;0.08;3.8;100.0;100;"admin";1
849;"Ketoprak";153.0;7.9;7.7;13.0;153.0;134.0;3.4;10.0;0.05;0.0;100.0;100;"admin";1
850;"Kripik bayam";586.0;4.9;40.6;50.2;236.0;117.0;3.6;0.0;0.16;0.0;100.0;100;"admin";1
851;"Pecel";243.0;11.14;12.53;31.72;267.0;333.0;3.54;10978.0;0.28;99.99;100.0;100;"admin";1
852;"Sayur asem";29.0;0.7;0.6;5.0;40.0;61.0;3.1;47.0;0.1;0.3;100.0;100;"admin";1
853;"Sayur daging ayam (Menu Pgln)";451.0;27.2;0.0;0.0;14.0;0.0;1.5;810.0;0.08;0.0;100.0;100;"admin";1
854;"Sayur daging sapi (Menu Pgln)";239.0;21.7;0.0;0.0;21.3;0.0;5.4;58.0;0.15;0.0;100.0;100;"admin";1
855;"Sayur kacang merah (Menu Pgln)";321.0;17.4;0.0;0.0;59.9;0.0;3.6;0.0;0.4;0.0;100.0;100;"admin";1
856;"Sayur lodeh";240.0;9.08;12.45;30.65;135.0;184.0;4.26;1465.0;0.14;29.0;100.0;100;"admin";1
857;"Sayur lodeh (Menu Pgln)";108.0;1.9;0.0;0.0;35.4;0.0;15.9;401.0;0.32;10.6;100.0;100;"admin";1
858;"Sayur sop";27.0;1.3;2.0;1.0;168.0;57.0;1.8;67.0;0.1;0.2;100.0;100;"admin";1
859;"Sayur sosin (Menu Pgln)";18.0;1.9;0.0;0.0;174.4;0.0;23.0;5129.0;0.08;81.0;100.0;100;"admin";1
860;"Sayur soup (Menu Pgln)";61.0;1.4;0.0;0.0;20.8;0.0;0.7;2141.0;0.08;18.8;100.0;100;"admin";1
861;"Sayur tahu sosin (Menu Pgln)";92.0;4.3;0.0;0.0;74.7;0.0;6.4;1428.0;0.03;22.6;100.0;100;"admin";1
862;"Sayur tahu toge (Menu Pgln)";114.0;3.4;0.0;0.0;47.9;0.0;0.2;0.0;0.02;3.3;100.0;100;"admin";1
863;"Sayur telur wortel (Menu Pgln)";140.0;10.7;0.0;0.0;52.7;0.0;2.7;2380.0;0.07;0.7;100.0;100;"admin";1
864;"Sayur tempe (Menu Pgln)";161.0;9.3;0.0;0.0;98.7;0.0;3.4;55.0;0.03;1.5;100.0;100;"admin";1
865;"Semur jengkol";77.0;1.8;2.4;12.1;0.02;0.0;0.7;824.0;0.0;0.0;100.0;40;"admin";1
866;"Semur jengkol kacang kedele";212.0;6.0;8.7;29.1;77.0;99.0;1.0;0.0;0.14;4.0;100.0;100;"admin";1
867;"Semur telur (Menu Pgln)";178.0;5.0;0.0;0.0;60.8;0.0;3.2;800.0;0.09;0.0;100.0;100;"admin";1
868;"Soto bandung";42.0;3.9;1.7;2.8;74.0;75.0;1.8;21.0;0.05;0.0;100.0;100;"admin";1
869;"Soto banjar";100.0;4.7;6.7;5.1;147.0;81.0;1.8;41.0;0.05;0.0;100.0;100;"admin";1
870;"Soto betawi";135.0;2.5;8.8;11.5;222.0;72.0;1.9;21.0;0.04;0.0;100.0;100;"admin";1
871;"Soto kudus";38.0;2.6;2.3;1.8;237.0;67.0;1.7;75.0;0.06;0.5;100.0;100;"admin";1
872;"Soto madura";60.0;3.5;4.5;1.3;361.0;126.0;3.8;87.0;0.06;0.0;100.0;100;"admin";1
873;"Soto padang";127.0;5.9;6.6;11.0;298.0;94.0;1.5;41.0;0.22;0.0;100.0;100;"admin";1
874;"Soto pekalongan";94.0;3.0;6.8;5.1;322.0;79.0;2.0;45.0;0.29;0.0;100.0;100;"admin";1
875;"Soto pemalang";75.0;3.6;5.2;3.5;170.0;80.0;2.1;52.0;0.13;0.0;100.0;100;"admin";1
876;"Soto sukoraja";80.0;3.2;3.5;9.0;347.0;77.0;2.3;40.0;0.04;0.0;100.0;100;"admin";1
877;"Soto sulung";86.0;2.3;8.5;0.0;200.0;120.0;2.9;66.0;0.08;0.0;100.0;100;"admin";1
878;"Toge goreng";88.0;3.2;2.1;14.0;168.0;50.0;5.7;8.0;0.05;0.0;100.0;100;"admin";1
879;"Tumis Jagung sayur";201.0;3.7;14.1;27.1;11.7;0.0;0.49;166.0;2.26;0.0;100.0;135;"admin";1
880;"Tumis bayam (Menu Pgln)";193.0;2.0;0.0;0.0;191.9;0.0;2.8;4366.0;0.06;57.4;100.0;100;"admin";1
881;"Tumis bayam + santan";48.0;1.4;4.2;2.6;129.0;27.0;0.8;0.0;0.01;22.0;100.0;100;"admin";1
882;"Tumis kangkung (Menu Pgln)";92.0;2.5;0.0;0.0;69.6;0.0;2.4;5663.0;0.2;28.8;100.0;100;"admin";1
883;"Tumis ketang (Menu Pgln)";120.0;1.9;0.0;0.0;10.5;0.0;0.7;0.0;0.1;16.1;100.0;100;"admin";1
884;"Tumis labu siam (Menu Pgln)";88.0;0.7;0.0;0.0;17.8;0.0;0.7;20.0;0.02;18.0;100.0;100;"admin";1
885;"Tumis teri +buncis (Menu Pgln)";158.0;33.5;0.0;0.0;1002.6;0.0;3.4;452.0;0.13;7.6;100.0;100;"admin";1
886;"Cerelac";418.0;9.0;15.5;68.9;443.33;357.0;7.5;1036.0;0.8;35.0;100.0;100;"admin";1
887;"Enfamil";525.0;11.8;29.0;55.0;350.0;0.0;9.4;300.0;0.0;0.0;100.0;100;"admin";1
888;"Es krim (coconut milk)";47.0;0.9;0.5;9.8;2.0;0.0;0.03;0.0;0.0;0.0;100.0;30;"admin";1
889;"LLM";481.0;20.0;21.0;0.0;5.0;0.0;5.0;2000.0;0.0;0.0;100.0;100;"admin";1
890;"Lactogen";464.0;21.6;19.0;51.6;770.0;0.0;8.3;1390.0;0.0;0.0;100.0;100;"admin";1
891;"Morinaga";515.0;13.0;27.0;55.1;360.0;0.0;6.0;1800.0;0.0;0.0;100.0;100;"admin";1
892;"Promil";460.0;20.0;18.0;55.0;172.0;0.0;1.2;345.0;0.0;0.0;100.0;100;"admin";1
893;"Promina";409.0;12.57;8.78;71.92;372.14;269.0;9.52;1262.0;0.32;43.0;100.0;100;"admin";1
894;"S.G.M";461.0;20.0;18.0;54.7;703.0;0.0;7.0;2200.0;0.0;0.0;100.0;100;"admin";1
895;"Sustagen HP";1540.0;94.0;14.0;260.0;3.2;0.0;13.2;4404.0;0.0;0.0;100.0;100;"admin";1
896;"Susu full cream";502.0;27.0;26.0;40.0;800.0;600.0;6.67;1580.0;0.6;47.0;100.0;100;"admin";1
897;"Anak mas rasa ayam";400.0;7.0;22.0;65.0;200.0;0.0;5.0;1400.0;0.75;30.0;100.0;100;"admin";0
898;"Anak mas rasa keju";440.0;7.0;22.0;65.0;200.0;0.0;5.0;1400.0;0.75;30.0;100.0;100;"admin";0
899;"Bakpau";239.0;12.2;2.6;41.6;21.0;65.0;2.8;92.0;0.09;0.0;100.0;100;"admin";1
900;"Bakso";190.0;10.3;6.3;23.1;35.0;0.0;6.75;0.0;0.0;4.0;100.0;250;"admin";1
901;"Berondong";60.0;0.6;0.1;14.3;1.5;0.0;0.07;0.0;1.44;0.0;100.0;15;"admin";1
902;"Bika ambon";158.0;2.1;0.2;37.0;0.01;0.0;3.43;0.0;0.0;0.0;100.0;70;"admin";1
903;"Biskuit mahal";35.0;0.8;1.1;5.4;16.2;0.0;0.14;2.0;0.15;0.0;100.0;10;"admin";1
904;"Biskuit mahal (Menu Pgln)";350.0;8.0;0.0;0.0;162.0;0.0;1.4;20.0;1.5;0.0;100.0;100;"admin";1
905;"Biskuit murah";26.0;0.5;0.1;8.6;5.3;0.0;0.07;0.0;0.06;0.0;100.0;10;"admin";1
906;"Cake (bolu)";435.0;7.1;19.8;57.1;15.0;160.0;0.8;65.0;0.06;1.0;100.0;100;"admin";1
907;"Cake coklat (bolu)";373.0;6.8;18.6;44.7;10.0;146.0;2.4;75.0;0.45;0.0;100.0;100;"admin";1
908;"Castangel";52.0;2.05;5.2;8.45;40.0;28.0;0.24;202.0;0.0;0.0;100.0;100;"admin";1
909;"Chiki snack rasa coklat";484.0;6.0;20.0;70.0;200.0;0.0;5.0;1200.0;0.0;30.0;100.0;100;"admin";1
910;"Chiki snack rasa rendang";510.0;7.0;25.0;64.0;200.0;0.0;5.0;1200.0;0.0;20.0;100.0;100;"admin";1
911;"Coklat (Menu Pgln)";472.0;2.0;0.0;0.0;63.0;0.0;2.8;30.0;0.03;0.0;100.0;100;"admin";1
912;"Cucur";145.0;2.39;1.28;31.36;10.0;31.0;0.53;0.0;0.02;0.0;100.0;100;"admin";1
913;"Dawet";878.0;11.25;14.9;175.37;163.0;230.0;2.28;0.0;0.0;2.0;100.0;100;"admin";1
914;"Donat";357.0;9.4;10.4;56.5;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
915;"Enting gepuk";524.0;13.3;29.2;52.0;76.0;248.0;1.4;0.0;0.62;0.0;100.0;100;"admin";1
916;"Es mambo";38.0;0.0;0.0;9.4;0.5;0.0;0.01;0.0;0.0;0.0;100.0;25;"admin";1
917;"Es pung-pung (es puter)";48.0;0.2;1.0;10.16;2.0;3.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
918;"Es sirup";56.0;0.0;0.0;14.1;0.8;0.0;0.01;0.0;0.0;0.0;100.0;125;"admin";1
919;"Geplak";350.0;1.4;14.4;53.6;151.0;43.0;2.1;0.0;0.12;0.0;100.0;100;"admin";1
920;"Geplak jahe";462.0;3.1;21.4;57.7;212.0;161.0;6.6;0.0;0.12;0.0;100.0;100;"admin";1
921;"Gurandil";218.0;0.5;2.5;48.5;50.0;25.0;2.5;0.0;0.19;0.0;100.0;100;"admin";1
922;"Gurandil jahe";425.0;1.6;8.8;84.6;155.0;61.0;4.0;0.0;0.2;0.0;100.0;100;"admin";1
923;"Japilus";500.0;1.2;25.1;67.3;186.0;29.0;4.9;0.0;0.17;0.0;100.0;100;"admin";1
924;"Kelepon";215.0;3.7;3.7;41.8;232.0;45.0;3.3;0.0;0.09;0.0;100.0;100;"admin";1
925;"Kolek pisang (Menu Pgln)";198.0;1.6;0.0;0.0;35.0;0.0;1.0;26.0;0.02;2.3;100.0;100;"admin";1
926;"Kolek ubi (Menu Pgln)";195.0;1.9;0.0;0.0;42.7;0.0;1.0;4656.0;0.05;14.1;100.0;100;"admin";1
927;"Koya";366.0;4.2;4.3;77.5;153.0;222.0;7.0;0.0;0.0;0.0;100.0;100;"admin";1
928;"Koya mirasa";370.0;8.0;1.0;82.2;83.0;110.0;17.0;10.0;0.19;0.0;100.0;100;"admin";1
929;"Kue ali";440.0;3.8;18.5;64.5;27.0;47.0;2.5;0.0;0.13;0.0;100.0;100;"admin";1
930;"Kue bagea kualitas I";416.0;6.5;9.4;76.3;49.0;77.0;4.9;13.0;0.08;0.0;100.0;100;"admin";1
931;"Kue bagea kualitas II";382.0;0.3;3.5;87.2;172.0;120.0;7.0;0.0;0.02;0.0;100.0;100;"admin";1
932;"Kue bakpia";272.0;3.7;6.7;44.1;194.0;117.0;4.5;0.0;0.31;0.0;100.0;100;"admin";1
933;"Kue bakwan";280.0;8.2;10.2;39.0;79.0;7.0;0.0;0.0;0.08;0.0;100.0;100;"admin";1
934;"Kue bawang";488.0;8.8;21.6;64.6;22.0;85.0;1.5;5.0;0.07;0.0;100.0;100;"admin";1
935;"Kue bika ambon kualitas I";349.0;2.1;1.5;44.4;45.0;28.0;1.8;0.0;0.1;0.0;100.0;100;"admin";1
936;"Kue bika ambon kualitas II";327.0;0.2;1.9;78.9;256.0;103.0;4.0;0.0;0.08;0.0;100.0;100;"admin";1
937;"Kue brem";249.0;3.4;0.4;58.0;196.0;86.0;2.0;0.0;0.34;0.0;100.0;100;"admin";1
938;"Kue cake tape";323.0;4.9;11.5;50.1;131.0;83.0;2.6;86.0;0.38;0.0;100.0;100;"admin";1
939;"Kue cucuru bayao";323.0;4.6;10.5;53.8;69.0;2.0;1.8;0.0;0.03;0.0;100.0;100;"admin";1
940;"Kue dodol bali";298.0;3.7;2.1;65.9;70.0;76.0;2.5;0.0;0.28;0.0;100.0;100;"admin";1
941;"Kue hello kity";538.0;13.6;30.3;52.6;81.0;248.0;1.6;0.0;1.0;0.0;100.0;100;"admin";1
942;"Kue karo";110.0;2.0;0.9;23.4;3.0;23.0;0.3;0.0;0.0;0.0;100.0;100;"admin";1
943;"Kue wijen";565.0;18.2;38.4;36.8;251.0;502.0;10.9;0.0;0.92;0.0;100.0;100;"admin";1
944;"Lapis legit";389.0;6.6;15.7;55.5;16.0;136.0;1.9;137.0;0.26;0.0;100.0;100;"admin";1
945;"Ledre pisang";405.0;4.8;5.1;84.9;59.0;124.0;2.6;12.0;0.41;0.0;100.0;100;"admin";1
946;"Lempog durian";320.0;3.5;5.7;63.7;190.0;93.0;2.5;0.0;0.05;0.0;100.0;100;"admin";1
947;"Lupis ketan";164.0;1.8;2.1;34.5;119.0;31.0;1.5;0.0;0.09;0.0;100.0;100;"admin";1
948;"Mendoan";92.0;4.89;1.04;16.19;26.0;47.0;2.01;9.0;0.05;0.0;100.0;100;"admin";1
949;"Mendut/mata kebo";86.0;3.11;1.19;16.35;16.0;54.0;0.8;15.0;0.0;0.0;100.0;100;"admin";1
950;"Mpek-mpek";182.0;9.2;3.8;27.8;401.0;116.0;2.4;13.0;0.16;0.0;100.0;100;"admin";1
951;"Nopia spesial";387.0;5.3;7.6;74.3;903.0;133.0;4.2;0.0;0.17;0.0;100.0;100;"admin";1
952;"Peremen";8.0;0.0;0.0;1.9;0.1;0.0;0.0;0.0;0.0;0.0;100.0;2;"admin";1
953;"Permen (Menu Pgln)";400.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
954;"Pisang getuk";144.0;1.1;0.4;34.1;48.0;32.0;1.0;0.0;0.55;0.0;100.0;100;"admin";1
955;"Pisang goreng";132.0;1.4;3.8;23.1;7.2;0.0;0.03;0.0;0.0;0.0;100.0;60;"admin";1
956;"Pisang kripik lampung";485.0;1.7;22.2;69.7;43.0;65.0;0.8;0.0;0.34;0.0;100.0;100;"admin";1
957;"Pudding (Menu Pgln)";194.0;1.9;0.0;0.0;33.5;0.0;0.2;0.0;0.0;99.99;100.0;100;"admin";1
958;"Putu cangkir";304.0;5.3;7.0;54.9;18.0;193.0;4.0;0.0;0.06;0.0;100.0;100;"admin";1
959;"Rujak";228.0;7.6;15.5;14.5;29.0;29.0;3.2;163.0;0.1;6.0;100.0;100;"admin";1
960;"Sagon";84.0;0.98;1.1;18.1;0.0;18.0;0.27;0.0;0.0;0.0;100.0;100;"admin";1
961;"Satru ponorogo";380.0;13.9;2.1;76.4;116.0;319.0;4.8;0.0;0.41;0.0;100.0;100;"admin";1
962;"Sempril sagu";477.0;0.7;18.4;77.3;98.0;25.0;1.5;137.0;0.09;0.0;100.0;100;"admin";1
963;"Suwir-suwir";317.0;0.5;0.9;84.2;42.0;40.0;4.3;4.0;0.13;0.0;100.0;100;"admin";1
964;"Taro";523.0;5.8;28.2;61.3;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
965;"Wafer";53.0;2.7;28.7;66.7;182.0;0.0;2.8;0.0;0.0;0.0;100.0;100;"admin";1
966;"Wajit camilan";303.0;6.3;2.7;63.3;61.0;302.0;5.5;0.0;0.03;0.0;100.0;100;"admin";1
967;"Wedang jahe";59.0;0.14;0.09;15.07;2.0;3.0;0.15;2.0;0.0;0.0;100.0;100;"admin";1
968;"Wedang jeruk";60.0;0.12;0.03;15.75;3.0;2.0;0.0;28.0;0.0;7.0;100.0;100;"admin";1
969;"Widaran";424.0;1.3;10.7;80.7;49.0;88.0;2.5;69.0;0.13;0.0;100.0;100;"admin";1
970;"Wingko babat";355.0;3.2;15.1;51.4;47.0;63.0;1.1;0.0;0.08;0.0;100.0;100;"admin";1
971;"Yangko";254.0;3.0;1.1;58.1;184.0;24.0;2.6;0.0;0.15;0.0;100.0;100;"admin";1
972;"asdad";123.0;123.0;99.99;12.0;1232.0;9999.99;12.0;12.0;12.0;12.0;12.0;100;"admin";0
973;"asdad";123.0;123.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;100;"admin";1
974;"qweqe";123.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;"";0
975;"nathan";99.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;"";0
976;"NATHAN";10.0;10.0;1.0;10.0;10.0;1.0;1.0;0.0;10.0;1.0;100.0;75;"admin";1
